,0,1,2,3,4,5,6,7,8,9
2022-03-01,0.050445627,0.12193421,0.03508169,0.21727122,0.06374074,0.00096641993,0.013986111,0.13318096,0.1838146,0.031144613
2022-03-02,0.053968567,0.10821336,0.047194194,0.18654007,0.0628483,0.0010172762,0.011272533,0.1339146,0.14187303,0.03731659
2022-03-03,0.054575063,0.11362612,0.049076695,0.1988708,0.06656066,0.0012458392,0.012074192,0.14187048,0.15270208,0.040147193
2022-03-04,0.054259434,0.123311356,0.051198076,0.21249226,0.07083856,0.0012868927,0.012976704,0.15434566,0.17010048,0.042428717
2022-03-05,0.051931996,0.11128697,0.04698352,0.19565836,0.0642165,0.0011345127,0.012125263,0.14203247,0.157895,0.038881157
2022-03-06,0.049824588,0.10933635,0.04578561,0.19253573,0.061876252,0.0010798569,0.01021398,0.13393696,0.15429957,0.03763593
2022-03-07,0.0510159,0.113876395,0.048399203,0.20580477,0.06572333,0.0011258362,0.010840406,0.14742847,0.16381197,0.039827846
2022-03-08,0.049657542,0.10508801,0.045761883,0.1900352,0.0617094,0.0010305962,0.01126932,0.14221859,0.15123586,0.037524354
2022-03-09,0.047368705,0.09528303,0.042655338,0.17577566,0.05745152,0.0009855531,0.010427161,0.12297424,0.14241661,0.034620713
2022-03-10,0.048596617,0.10400125,0.045428764,0.19003665,0.06095341,0.0010772964,0.010954182,0.13206536,0.15071385,0.036752272
2022-03-11,0.05061953,0.11363876,0.048788182,0.19654316,0.06464159,0.0010952066,0.011639104,0.14642757,0.15374504,0.039146923
2022-03-12,0.048907004,0.10664659,0.046155207,0.19033022,0.06104829,0.0010512148,0.011201207,0.13707961,0.1510861,0.037240352
2022-03-13,0.048191223,0.108209364,0.046232313,0.19739698,0.061019383,0.0011684,0.01134295,0.13815917,0.15522127,0.037410427
2022-03-14,0.048100144,0.104351535,0.04541291,0.19396056,0.059939455,0.000992533,0.0112079345,0.13494109,0.14750704,0.03708979
2022-03-15,0.047549676,0.10019359,0.044498973,0.181239,0.058446348,0.00092374213,0.011268865,0.13058707,0.14059484,0.036115702
2022-03-16,0.047530003,0.09923707,0.04157288,0.17474273,0.05586451,0.00095340016,0.010960613,0.12560637,0.13892056,0.03106231
2022-03-17,0.04739453,0.100408904,0.042087268,0.18134739,0.056391895,0.0009406693,0.010541766,0.12947685,0.13932796,0.031134726
2022-03-18,0.04939219,0.10199226,0.045082685,0.18582125,0.05857644,0.0009236109,0.011366809,0.12339064,0.14755194,0.035128992
2022-03-19,0.047613125,0.06851509,0.043511003,0.16866846,0.055344276,0.0009558792,0.011382402,0.1228145,0.14104278,0.035212122
2022-03-20,0.048744787,0.07543862,0.046064653,0.180913,0.059453383,0.0010169661,0.010891134,0.13525786,0.09149775,0.037105188
2022-03-21,0.05015822,0.09566373,0.047026083,0.1900935,0.061847284,0.0010396121,0.011332005,0.13770536,0.10778034,0.037665013
2022-03-22,0.048731185,0.09239313,0.045087937,0.17604405,0.05941851,0.00091468793,0.011387933,0.12990472,0.1275576,0.036069114
2022-03-23,0.048034288,0.08810373,0.043022785,0.17127293,0.0558887,0.0007945124,0.011255627,0.122993916,0.13095264,0.033770666
2022-03-24,0.049485747,0.08719066,0.041425392,0.17809731,0.052182253,0.000776481,0.011241978,0.12564468,0.1291279,0.033061225
2022-03-25,0.050353236,0.092815384,0.044394195,0.18942806,0.056270655,0.00076338206,0.011463201,0.13562143,0.13018563,0.035202723
2022-03-26,0.050581858,0.09352809,0.045936234,0.18918706,0.05830423,0.00067113095,0.011466118,0.13361734,0.12289178,0.036122125
2022-03-27,0.050004855,0.08792733,0.04290833,0.16791674,0.05239963,0.0007007482,0.010189885,0.12310351,0.119704895,0.033837117
2022-03-28,0.05133744,0.09101732,0.04433932,0.17508216,0.056418024,0.00072913675,0.008637246,0.12503816,0.13149536,0.03532453
2022-03-29,0.051804855,0.088650465,0.04587565,0.17533372,0.058223963,0.0007821272,0.008552518,0.12442982,0.13477415,0.036535148
