,0
0,1.0
1,1.2948327
2,1.2807859
3,1.2062817
4,1.1108648
5,1.1406838
6,1.098332
7,1.064364
8,1.0801685
9,1.1271158
10,1.0732751
11,1.0568441
12,1.0539324
13,1.017368
14,1.0482401
15,1.0451859
16,1.114685
17,1.1061226
18,1.1316267
19,1.1799897
20,1.1786966
21,1.1575323
22,1.1914973
23,1.2220157
24,1.2666321
25,1.2424741
26,1.2956382
27,1.3425374
28,1.3606571
