timestamp,aavegotchi,audius,decentraland,dodo,enjincoin,nftx,rarible,superfarm,superrare,the-sandbox,ethereum,axie-infinity,maker,1inch,sushi,aave,solana,matic-network,yield-guild-games
2021-12-06,184237113.03443843,876862596.8264008,4856028336.324554,241665855.45252475,2538519929.165615,43435353.90375792,90729140.3445036,355734229.2839378,175903296.11433947,4916002504.309555,497049834886.77576,7039188859.569299,2321966852.50543,1046462853.5575635,1012388465.7125767,2572426742.4806886,59802410642.4824,13844064279.202751,541396989.6473025
2021-12-07,178917366.64473048,893478163.4861825,5022925155.218322,254763730.07168493,2703251818.989592,39093183.37458187,93599273.6333074,461455462.8843818,192868542.8550833,5025527451.588507,515778007028.56696,6985868577.057587,2350798676.990978,1065852556.7532564,1225604200.531849,2481113795.074409,59370079864.68529,15623283140.964409,524488140.3939283
2021-12-08,177913143.38145912,881588536.0567585,5051446558.578959,250487229.23816705,2608390782.6298018,39643773.96503981,91861091.91441604,438425198.3089451,204543541.53323972,4850564907.153837,511409310852.7245,6969206644.096686,2352493550.03865,1071721470.420452,1130262260.4763348,2510414555.458861,58418632345.764206,16322224892.937395,530980650.0919327
2021-12-09,177349463.7143886,897449741.7546644,4976446368.920076,254657604.44885615,2707765458.962827,37297337.28286783,96384249.21248773,449191612.3552447,205911953.2863638,4840778324.682286,525850414062.19104,7374376212.630972,2453424928.306557,1103659566.862443,1273644004.6941276,2688013565.38625,59595483461.42861,16602794674.024092,539418918.3659624
2021-12-10,171437455.60879767,830142375.7584832,4652955536.610882,237077388.68846297,2429240978.885658,35782697.025621,82419193.84640788,379802122.165597,182210914.8454518,4832039932.517303,494841071220.9352,7087605570.153506,2285992180.277494,1023078439.9923393,1075343549.7132845,2405912900.628072,56181625087.33603,14612154448.101507,507279553.999372
2021-12-11,168978705.71569687,810024490.2610745,4349495956.037216,229876873.1757773,2301935099.534339,34428693.092872284,78776032.24052052,352218888.13402104,170303793.60273486,4457551227.853524,467266449092.3229,6676070040.823227,2121932916.616978,1020177387.4630955,992828374.871482,2275240622.1440263,52395376111.97878,14477902160.612247,477505975.0734152
2021-12-12,169366720.4721059,825471204.0872079,4601206968.281219,236203560.28148985,2376058656.0464506,34933002.394998744,80318564.6843832,351722481.02333915,173233366.89601555,4600565161.427669,484278596802.5053,6981804564.504463,2203644898.506823,1051330381.0232364,1094767026.2153752,2420854120.094164,52819332275.01751,14661513499.044998,495031602.0408357
2021-12-13,170857314.07668522,828305340.7186811,4824357079.345964,240605560.12821427,2520890372.2963505,35284940.47517036,84178573.81910549,366139599.1128544,176440458.7890229,5005411735.404195,490316653455.3707,7064339359.883931,2220096569.267739,1038271249.8506165,1077034890.2490182,2417529659.840099,53334889635.75613,14305252376.358988,498643910.42710686
2021-12-14,161496710.4229416,724404316.180169,4206409311.021197,212673456.55312052,2181322555.232677,26791206.33587792,72322011.66268961,308948484.5890918,153231750.50122845,4368901588.661397,449137302105.9432,6303500716.649053,2016489007.059039,983010312.4154028,1074151899.7701728,2176190739.531536,47995350984.2677,12472579416.4565,428478778.2186812
2021-12-15,162407196.90361276,736369624.1806003,4189781884.176141,218972486.8265132,2184366752.404888,29201350.078765217,75602271.01949315,360309874.1221992,158224068.7742626,4342143010.244082,457658155854.8058,6496581509.041034,2067628995.1258144,1039175186.0907,1103077165.0659108,2271395544.728081,49398872819.44277,13231285684.770329,430835502.4332976
2021-12-16,164585312.5291578,754178836.888704,4424133216.936339,220874816.98233548,2313413524.797356,30134197.74490914,75468225.76608676,383171405.75457895,162001933.5808738,4748184472.560792,476630620294.2814,6895703464.898067,2138992145.4566743,1036728775.2179188,1138727367.0333014,2321200025.097153,54610048507.25148,14550346856.315825,504938014.2703664
2021-12-17,163964307.08921513,741439999.8068409,4176204926.426311,220290465.8050509,2220553494.782291,30212027.661454286,75284710.9128105,354571106.892173,154568723.46374848,4585840770.673872,471365651341.3005,6632843018.246735,2096509961.7077177,1053837588.629821,1090135656.669659,2337858747.892169,54368442494.9893,14237108767.084604,465834545.2272689
2021-12-18,163967618.853985,709812079.6519558,4100687330.7235694,215368139.19502777,2152486132.142607,30094680.020051595,74607091.31709544,351626113.5989265,151594367.93547612,4573921675.325727,462267569583.3989,6434832530.9506645,2139333383.1212344,1003970756.307981,1066598508.8239776,2445087369.283591,54006293233.10288,14643697869.377293,455405615.9053193
2021-12-19,164496366.23987794,721552082.8781892,4569894991.495864,224333680.3157151,2247141397.0545897,38633777.42809606,73911720.79626672,355305900.1604713,151056937.7011851,4750417559.993594,471195598700.436,6539904407.7187605,2231940202.391633,1041049337.3441956,1078496071.5997818,2590178835.0823016,56393839315.24814,15351245540.726986,460625562.77344376
2021-12-20,160509880.75488132,775404267.004866,4383299897.269178,218397278.836982,2194247594.416218,35801893.14901484,74102548.15477648,334151968.2996819,147253500.46146134,4659540666.031134,467396185408.5245,6500596538.512565,2153482158.1571,1029058506.8075048,1035138817.4640384,2481228104.069556,55790507174.07124,15433858854.435928,446296718.1474322
